software_id;software_name;associated_software;software_description
S0567;Dtrack;;is spyware that was discovered in 2019 and has been used against Indian financial institutions, research facilities, and the Kudankulam Nuclear Power Plant.shares similarities with the DarkSeoul campaign, which was attributed toLazarus Group.
S0315;DualToy;;is Windows malware that installs malicious applications onto Android and iOS devices connected over USB.
S0038;Duqu;;is a malware platform that uses a modular approach to extend functionality after deployment within a target network.
S0062;DustySky;NeD Worm;is multi-stage malware written in .NET that has been used byMoleratssince May 2015.
S0420;Dvmap;;is rooting malware that injects malicious code into system runtime libraries. It is credited with being the first malware that performs this type of code injection.
S0024;Dyre;Dyzap, Dyreza;is a banking Trojan that has been used for financial gain.
S0377;Ebury;;is an SSH backdoor targeting Linux operating systems. Attackers require root-level access, which allows them to replace SSH binaries (ssh, sshd, ssh-add, etc) or modify a shared library used by OpenSSH (libkeyutils).
S0593;ECCENTRICBANDWAGON;;is a remote access Trojan (RAT) used by North Korean cyber actors that was first identified in August 2020. It is a reconnaissance tool--with keylogging and screen capture functionality--used for information gathering on compromised systems.
S0624;Ecipekac;HEAVYHAND, SigLoader, DESLoader;is a multi-layer loader that has been used bymenuPasssince at least 2019 including use as a loader forP8RAT,SodaMaster, andFYAnti.
S0554;Egregor;;is a Ransomware-as-a-Service (RaaS) tool that was first observed in September 2020. Researchers have noted code similarities betweenand Sekhmet ransomware, as well asMazeransomware.
S0605;EKANS;SNAKEHOSE;is ransomware variant written in Golang that first appeared in mid-December 2019 and has been used against multiple sectors, including energy, healthcare, and automotive manufacturing, which in some cases resulted in significant operational disruptions.has used a hard-coded kill-list of processes, including some associated with common ICS software platforms (e.g., GE Proficy, Honeywell HMIWeb, etc), similar to those defined inMegaCortex.
S0081;Elise;BKDR_ESILE, Page;is a custom backdoor Trojan that appears to be used exclusively byLotus Blossom. It is part of a larger group oftools referred to as LStudio, ST Group, and APT0LSTU.
S0064;ELMER;;is a non-persistent, proxy-aware HTTP backdoor written in Delphi that has been used byAPT16.
S0082;Emissary;;is a Trojan that has been used byLotus Blossom. It shares code withElise, with both Trojans being part of a malware group referred to as LStudio.
S0367;Emotet;Geodo;is a modular malware variant which is primarily used as a downloader for other malware variants such asTrickBotandIcedID.  first emerged in June 2014 and has been primarily used to target the banking sector.
S0363;Empire;EmPyre, PowerShell Empire;is an open source, cross-platform remote administration and post-exploitation framework that is publicly available on GitHub. While the tool itself is primarily written in Python, the post-exploitation agents are written in purePowerShellfor Windows and Python for Linux/macOS.was one of five tools singled out by a joint report on public hacking tools being widely used by adversaries.
S0634;EnvyScout;;is a dropper that has been used byAPT29since at least 2021.
S0091;Epic;Tavdig, Wipbot, WorldCupSec, TadjMakhal;is a backdoor that has been used byTurla.
S1092;Escobar;;is an Android banking trojan, first detected in March 2021, believed to be a new variant of AbereBot.
S0404;esentutl;esentutl.exe;is a command-line tool that provides database utilities for the Windows Extensible Storage Engine.
S0507;eSurv;;is mobile surveillanceware designed for the lawful intercept market that was developed over the course of many years.
S0478;EventBot;;is an Android banking trojan and information stealer that abuses Android’s accessibility service to steal data from various applications.was designed to target over 200 different banking and financial applications, the majority of which are European bank and cryptocurrency exchange applications.
S0396;EvilBunny;;is a C++ malware sample observed since 2011 that was designed to be a execution platform for Lua scripts.
S0152;EvilGrab;;is a malware family with common reconnaissance capabilities. It has been deployed bymenuPassvia malicious Microsoft Office documents as part of spearphishing campaigns.
S0568;EVILNUM;;is fully capable backdoor that was first identified in 2018.is used by the APT groupEvilnumwhich has the same name.
S0401;Exaramel for Linux;;is a backdoor written in the Go Programming Language and compiled as a 64-bit ELF binary. The Windows version is tracked separately underExaramel for Windows.
S0343;Exaramel for Windows;;is a backdoor used for targeting Windows systems. The Linux version is tracked separately underExaramel for Linux.
S0522;Exobot;Marcher;is Android banking malware, primarily targeting financial institutions in Germany, Austria, and France.
S0405;Exodus;Exodus One, Exodus Two;is Android spyware deployed in two distinct stages named  One (dropper) and  Two (payload).
S0361;Expand;;is a Windows utility used to expand one or more compressed CAB files. It has been used byBBSRATto decompress a CAB file into executable content.
S0569;Explosive;;is a custom-made remote access tool used by the groupVolatile Cedar. It was first identified in the wild in 2015.
S1080;Fakecalls;;is an Android trojan, first detected in January 2021, that masquerades as South Korean banking apps. It has capabilities to intercept calls to banking institutions and even maintain realistic dialogues with the victim using pre-recorded audio snippets.
S0076;FakeM;;is a shellcode-based Windows backdoor that has been used byScarlet Mimic.
S0509;FakeSpy;;is Android spyware that has been operated by the Chinese threat actor behind the Roaming Mantis campaigns.
S0181;FALLCHILL;;is a RAT that has been used byLazarus Groupsince at least 2016 to target the aerospace, telecommunications, and finance industries. It is usually dropped by otherLazarus Groupmalware or delivered when a victim unknowingly visits a compromised website.
S0512;FatDuke;;is a backdoor used byAPT29since at least 2016.
S0171;Felismus;;is a modular backdoor that has been used bySowbug.
S0267;FELIXROOT;GreyEnergy mini;is a backdoor that has been used to target Ukrainian victims.
S0679;Ferocious;;is a first stage implant composed of VBS and PowerShell scripts that has been used byWIRTEsince at least 2021.
S0120;Fgdump;;is a Windows password hash dumper.
S0355;Final1stspy;;is a dropper family that has been used to deliverDOGCALL.
S0182;FinFisher;FinSpy;is a government-grade commercial surveillance spyware reportedly sold exclusively to government agencies for use in targeted and lawful criminal investigations. It is heavily obfuscated and uses multiple anti-analysis techniques. It has other variants includingWingbird.
S0618;FIVEHANDS;;is a customized version ofDEATHRANSOMransomware written in C++.has been used since at least 2021, including in Ransomware-as-a-Service (RaaS) campaigns, sometimes along withSombRAT.
S0696;Flagpro;;is a Windows-based, first-stage downloader that has been used byBlackTechsince at least October 2020. It has primarily been used against defense, media, and communications companies in Japan.
S0143;Flame;Flamer, sKyWIper;is a sophisticated toolkit that has been used to collect information since at least 2010, largely targeting Middle East countries.
S0036;FLASHFLOOD;;is malware developed byAPT30that allows propagation and exfiltration of data over removable devices.APT30may use this capability to exfiltrate data across air-gaps.
S0381;FlawedAmmyy;;is a remote access tool (RAT) that was first seen in early 2016. The code forwas based on leaked source code for a version of Ammyy Admin, a remote access software.
S0383;FlawedGrace;;is a fully featured remote access tool (RAT) written in C++ that was first observed in late 2017.
S0408;FlexiSpy;;is sophisticated surveillanceware for iOS and Android. Publicly-available, comprehensive analysis has only been found for the Android version.markets itself as a parental control and employee monitoring application.
S0173;FLIPSIDE;;is a simple tool similar to Plink that is used byFIN5to maintain access to victims.
S1103;FlixOnline;;is an Android malware, first detected in early 2021, believed to target users of WhatsApp.primarily spreads via automatic replies to a device’s incoming WhatsApp messages.
S1067;FluBot;;is a multi-purpose mobile banking malware that was first observed in Spain in late 2020. It primarily spread through European countries using a variety of SMS phishing messages in multiple languages.
S1093;FlyTrap;;is an Android trojan, first detected in March 2021, that uses social engineering tactics to compromise Facebook accounts.was initially detected through infected apps on the Google Play store, and is believed to have impacted over 10,000 victims across at least 140 countries.
S0661;FoggyWeb;;is a passive and highly-targeted backdoor capable of remotely exfiltrating sensitive information from a compromised Active Directory Federated Services (AD FS) server. It has been used byAPT29since at least early April 2021.
S0193;Forfiles;;is a Windows utility commonly used in batch jobs to execute commands on one or more selected files or directories (ex: list all directories in a drive, read the first line of all files created yesterday, etc.).  can be executed from either the command line, Run window, or batch files/scripts.
S1120;FRAMESTING;;is a Python web shell that was used duringCutting Edgeto embed into an Ivanti Connect Secure Python package for command execution.
S0503;FrameworkPOS;Trinity;is a point of sale (POS) malware used byFIN6to steal payment card data from sytems that run physical POS devices.
S0577;FrozenCell;;is the mobile component of a family of surveillanceware, with a corresponding desktop component known as KasperAgent andMicropsia.
S0277;FruitFly;;is designed to spy on mac users  .
S0095;ftp;ftp.exe;is a utility commonly available with operating systems to transfer information over the File Transfer Protocol (FTP). Adversaries can use it to transfer other tools onto a system or to exfiltrate data.
S1044;FunnyDream;;is a backdoor with multiple components that was used during thecampaign since at least 2019, primarily for execution and exfiltration.
S0628;FYAnti;DILLJUICE stage2;is a loader that has been used bymenuPasssince at least 2020, including to deployQuasarRAT.
S0410;Fysbis;;is a Linux-based backdoor used byAPT28that dates back to at least 2014.
S0168;Gazer;WhiteBear;is a backdoor used byTurlasince at least 2016.
S0666;Gelsemium;Gelsevirine, Gelsenicine, Gelsemine;is a modular malware comprised of a dropper (Gelsemine), a loader (Gelsenicine), and main (Gelsevirine) plug-ins written using the Microsoft Foundation Class (MFC) framework.has been used by the  group since at least 2014.
S0049;GeminiDuke;;is malware that was used byAPT29from 2009 to 2012.
S0460;Get2;;is a downloader written in C++ that has been used byTA505to deliverFlawedGrace,FlawedAmmyy, Snatch andSDBbot.
S0032;gh0st RAT;Mydoor, Moudoor;is a remote access tool (RAT). The source code is public and it has been used by multiple groups.
S0423;Ginp;;is an Android banking trojan that has been used to target Spanish banks. Some of the code was taken directly fromAnubis.
S1117;GLASSTOKEN;;is a custom web shell used by threat actors duringCutting Edgeto execute commands on compromised Ivanti Secure Connect VPNs.
S0026;GLOOXMAIL;Trojan.GTALK;is malware used byAPT1that mimics legitimate Jabber/XMPP traffic.
S0249;Gold Dragon;;is a Korean-language, data gathering implant that was first observed in the wild in South Korea in July 2017.was used along withBrave PrinceandRunningRATin operations targeting organizations associated with the 2018 Pyeongchang Winter Olympics.
S0535;Golden Cup;;is Android spyware that has been used to target World Cup fans.
S0551;GoldenEagle;;is a piece of Android malware that has been used in targeting of Uyghurs, Muslims, Tibetans, individuals in Turkey, and individuals in China. Samples have been found as early as 2012.
S0493;GoldenSpy;;"is a backdoor malware which has been packaged with legitimate tax preparation software.was discovered targeting organizations in China, being delivered with the ""Intelligent Tax"" software suite which is produced by the Golden Tax Department of Aisino Credit Information Co. and required to pay local taxes."
S0597;GoldFinder;;is a custom HTTP tracer tool written in Go that logs the route a packet takes between a compromised network and a C2 server. It can be used to inform  threat actors of potential points of discovery or logging of their actions, including C2 related to other malware.was discovered in early 2021 during an investigation into theSolarWinds CompromisebyAPT29.
S0588;GoldMax;SUNSHUTTLE;is a second-stage C2 backdoor written in Go with Windows and Linux variants that are nearly identical in functionality.was discovered in early 2021 during the investigation into theSolarWinds Compromise, and has likely been used byAPT29since at least mid-2019.uses multiple defense evasion techniques, including avoiding virtualization execution and masking malicious traffic.
S0421;GolfSpy;;is Android spyware deployed by the groupBouncing Golf.
S0290;Gooligan;Ghost Push;is a malware family that runs privilege escalation exploits on Android devices and then uses its escalated privileges to steal authentication tokens that can be used to access data from many Google applications.has been described as part of the Ghost Push Android malware family.
S0477;Goopy;;is a Windows backdoor and Trojan used byAPT32and shares several similarities to another backdoor used by the group (Denis).is named for its impersonation of the legitimate Google Updater executable.
S0536;GPlayed;;is an Android trojan with a broad range of capabilities.
S0531;Grandoreiro;;is a banking trojan written in Delphi that was first observed in 2016 and uses a Malware-as-a-Service (MaaS) business model.has confirmed victims in Brazil, Mexico, Portugal, and Spain.
S0237;GravityRAT;;"is a remote access tool (RAT) and has been in ongoing development since 2016. The actor behind the tool remains unknown, but two usernames have been recovered that link to the author, which are ""TheMartian"" and ""The Invincible."" According to the National Computer Emergency Response Team (CERT) of India, the malware has been identified in attacks against organization and entities in India."
S0690;Green Lambert;;"is a modular backdoor that security researchers assess has been used by an advanced threat group referred to as Longhorn and The Lamberts. First reported in 2017, the Windows variant ofmay have been used as early as 2008; a macOS version was uploaded to a multiscanner service in September 2014."
S0342;GreyEnergy;;is a backdoor written in C and compiled in Visual Studio.shares similarities with theBlackEnergymalware and is thought to be the successor of it.
S0417;GRIFFON;;is a JavaScript backdoor used byFIN7.
S0632;GrimAgent;;"is a backdoor that has been used before the deployment ofRyukransomware since at least 2020; it is likely used byFIN6andWizard Spider."
S0008;gsecdump;;is a publicly-available credential dumper used to obtain password hashes and LSA secrets from Windows operating systems.
S0561;GuLoader;;is a file downloader that has been used since at least December 2019 to distribute a variety of remote administration tool (RAT) malware, includingNETWIRE,Agent Tesla,NanoCore, FormBook, and Parallax RAT.
S0406;Gustuff;;is mobile malware designed to steal users' banking and virtual currency credentials.
S0132;H1N1;;is a malware variant that has been distributed via a campaign using VBA macros to infect victims. Although it initially had only loader capabilities, it has evolved to include information-stealing functionality.
S0047;Hacking Team UEFI Rootkit;;is a rootkit developed by the company Hacking Team as a method of persistence for remote access software.
S0151;HALFBAKED;;is a malware family consisting of multiple components intended to establish persistence in victim networks.
S0037;HAMMERTOSS;HammerDuke, NetDuke;is a backdoor that was used byAPT29in 2015.
S0499;Hancitor;Chanitor;is a downloader that has been used byPonyand other information stealing malware.
S0214;HAPPYWORK;;is a downloader used byAPT37to target South Korean government and financial victims in November 2016.
S0246;HARDRAIN;;is a Trojan malware variant reportedly used by the North Korean government.
S0224;Havij;;is an automatic SQL Injection tool distributed by the Iranian ITSecTeam security company.  has been used by penetration testers and adversaries.
S0391;HAWKBALL;;is a backdoor that was observed in targeting of the government sector in Central Asia.
S0071;hcdLoader;;is a remote access tool (RAT) that has been used byAPT18.
S0061;HDoor;Custom HDoor;is malware that has been customized and used by theNaikongroup.
S0617;HELLOKITTY;;is a ransomware written in C++  that shares similar code structure and functionality withDEATHRANSOMandFIVEHANDS.has been used since at least 2020, targets have included a Polish video game developer and a Brazilian electric power company.
S0170;Helminth;;is a backdoor that has at least two variants - one written in VBScript and PowerShell that is delivered via a macros in Excel spreadsheets, and one that is a standalone Windows executable.
S0544;HenBox;;is Android malware that attempts to only execute on Xiaomi devices running the MIUI operating system.has primarily been used to target Uyghurs, a minority Turkic ethnic group.
S0697;HermeticWiper;Trojan.Killdisk, DriveSlayer;is a data wiper that has been used since at least early 2022, primarily against Ukraine with additional activity observed in Latvia and Lithuania. Some sectors targeted include government, financial, defense, aviation, and IT services.
S0698;HermeticWizard;;is a worm that has been used to spreadHermeticWiperin attacks against organizations in Ukraine since at least 2022.
S1027;Heyoka Backdoor;;is a custom backdoor--based on the Heyoka open source exfiltration tool--that  has been used byAoqin Dragonsince at least 2013.
S0087;Hi-Zor;;is a remote access tool (RAT) that has characteristics similar toSakula. It was used in a campaign named INOCNATION.
S0394;HiddenWasp;;is a Linux-based Trojan used to target systems for remote control. It comes in the form of a statically linked ELF binary with stdlibc++.
S0135;HIDEDRV;;is a rootkit used byAPT28. It has been deployed along withDowndelphto execute and hide that malware.
S0009;Hikit;;is malware that has been used byAxiomfor late-stage persistence and exfiltration after the initial compromise.
S1128;HilalRAT;;is a remote access-capable Android malware, developed and used byUNC788.is capable of collecting data, such as device location, call logs, etc., and is capable of executing actions, such as activating a device's camera and microphone.
S0601;Hildegard;;is malware that targets misconfigured kubelets for initial access and runs cryptocurrency miner operations. The malware was first observed in January 2021. The TeamTNT activity group is believed to be behind.
S0232;HOMEFRY;;is a 64-bit Windows password dumper/cracker that has previously been used in conjunction with otherLeviathanbackdoors.
S0376;HOPLIGHT;;is a backdoor Trojan that has reportedly been used by the North Korean government.
S1077;Hornbill;;is one of two mobile malware families known to be used by the APTConfucius. Analysis suggests thatwas first active in early 2018. WhileandSunbirdoverlap in core capabilities,has tools and behaviors suggesting more passive reconnaissance.
S0431;HotCroissant;;is a remote access trojan (RAT) attributed by U.S. government entities to malicious North Korean government cyber activity, tracked collectively as HIDDEN COBRA.shares numerous code similarities withRifdoor.
S0040;HTRAN;HUC Packet Transmit Tool;is a tool that proxies connections through intermediate hops and aids users in disguising their true geographical location. It can be used by adversaries to hide their location when interacting with the victim networks.
S0070;HTTPBrowser;Token Control, HttpDump;is malware that has been used by several threat groups.   It is believed to be of Chinese origin.
S0068;httpclient;;is malware used byPutter Panda. It is a simple tool that provides a limited range of functionality, suggesting it is likely used as a second-stage or supplementary/backup tool.
S1097;HUI Loader;;is a custom DLL loader that has been used since at least 2015 by China-based threat groups includingCinnamon TempestandmenuPassto deploy malware on compromised hosts.has been observed in campaigns loadingSodaMaster,PlugX,Cobalt Strike,Komplex, and several strains of ransomware.
S0322;HummingBad;;is a family of Android malware that generates fraudulent advertising revenue and has the ability to obtain root access on older, vulnerable versions of Android.
S0321;HummingWhale;;is an Android malware family that performs ad fraud.
S0203;Hydraq;Roarur, MdmBot, HomeUnix, Homux, HidraQ, HydraQ, McRat, Aurora, 9002 RAT;is a data-theft trojan first used byElderwoodin the 2009 Google intrusion known as Operation Aurora, though variations of this trojan have been used in more recent campaigns by other Chinese actors, possibly includingAPT17.
S0398;HyperBro;;is a custom in-memory backdoor used byThreat Group-3390.
S0537;HyperStack;;is a RPC-based backdoor used byTurlasince at least 2018.has similarities to other backdoors used byTurlaincludingCarbon.
S1022;IceApple;;is a modular Internet Information Services (IIS) post-exploitation framework, that has been used since at least 2021 against the technology, academic, and government sectors.
S0483;IcedID;;is a modular banking malware designed to steal financial information that has been observed in the wild since at least 2017.has been downloaded byEmotetin multiple campaigns.
S0101;ifconfig;;is a Unix-based utility used to gather information about and interact with the TCP/IP settings on a system.
S0278;iKitten;OSX/MacDownloader;is a macOS exfiltration agent  .
S0434;Imminent Monitor;;was a commodity remote access tool (RAT) offered for sale from 2012 until 2019, when an operation was conducted to take down the  infrastructure. Various cracked versions and variations of this RAT are still in circulation.
S0357;Impacket;;is an open source collection of modules written in Python for programmatically constructing and manipulating network protocols.contains several tools for remote service execution, Kerberos manipulation, Windows credential dumping, packet sniffing, and relay attacks.
S1045;INCONTROLLER;PIPEDREAM;is custom malware that includes multiple modules tailored towards ICS devices and technologies, including Schneider Electric and Omron PLCs as well as OPC UA, Modbus, and CODESYS protocols.has the ability to discover specific devices, download logic on the devices, and exploit platform-specific vulnerabilities. As of September 2022, some security researchers assessedwas developed by CHERNOVITE.
S0604;Industroyer;CRASHOVERRIDE, Win32/Industroyer;is a sophisticated malware framework designed to cause an impact to the working processes of Industrial Control Systems (ICS), specifically components used in electrical substations.was used in the attacks on the Ukrainian power grid in December 2016. This is the first publicly known malware specifically designed to target and impact operations in the electric grid.
S1072;Industroyer2;;is a compiled and static piece of malware that has the ability to communicate over the IEC-104 protocol. It is similar to the IEC-104 module found inIndustroyer. Security researchers assess thatwas designed to cause impact to high-voltage electrical substations. The initialsample was compiled on 03/23/2022 and scheduled to execute on 04/08/2022, however it was discovered before deploying, resulting in no impact.
S0259;InnaputRAT;;is a remote access tool that can exfiltrate files from a victim’s machine.has been seen out in the wild since 2016.
S0463;INSOMNIA;;is spyware that has been used by the group Evil Eye.
S0260;InvisiMole;;is a modular spyware program that has been used by the  Group since at least 2013.has two backdoor modules called RC2FM and RC2CL that are used to perform post-exploitation activities. It has been discovered on compromised victims in the Ukraine and Russia.Gamaredon Groupinfrastructure has been used to download and executeagainst a small number of victims.
S0231;Invoke-PSImage;;takes a PowerShell script and embeds the bytes of the script into the pixels of a PNG image. It generates a one liner for executing either from a file of from the web. Example of usage is embedding the PowerShell code from the Invoke-Mimikatz module and embed it into an image file. By calling the image file from a macro for example, the macro will download the picture and execute the PowerShell code, which in this case will dump the passwords.
S0100;ipconfig;;is a Windows utility that can be used to find information about a system's TCP/IP, DNS, DHCP, and adapter configuration.
S0581;IronNetInjector;;is aTurlatoolchain that utilizes scripts from the open-source IronPython implementation of Python with a .NET injector to drop one or more payloads includingComRAT.
S0189;ISMInjector;;is a Trojan used to install anotherOilRigbackdoor, ISMAgent.
S0015;Ixeshe;;is a malware family that has been used since at least 2009 against targets in East Asia.
S0163;Janicab;;is an OS X trojan that relied on a valid developer ID and oblivious users to install it.
S0528;Javali;;is a banking trojan that has targeted Portuguese and Spanish-speaking countries since 2017, primarily focusing on customers of financial institutions in Brazil and Mexico.
S0389;JCry;;is ransomware written in Go. It was identified as apart of the #OpJerusalem 2019 campaign.
S0044;JHUHUGIT;Trojan.Sofacy, Seduploader, JKEYSKW, Sednit, GAMEFISH, SofacyCarberp;is malware used byAPT28. It is based on Carberp source code and serves as reconnaissance malware.
S0201;JPIN;;is a custom-built backdoor family used byPLATINUM. Evidence suggests developers ofandDipsindcode bases were related in some way.
S0283;jRAT;JSocket, AlienSpy, Frutas, Sockrat, Unrecom, jFrutas, Adwind, jBiFrost, Trojan.Maljava;is a cross-platform, Java-based backdoor originally available for purchase in 2012. Variants ofhave been distributed via a software-as-a-service platform, similar to an online subscription model.
S0648;JSS Loader;;is Remote Access Trojan (RAT) with .NET and C++ variants that has been used byFIN7since at least 2020.
S0325;Judy;;is auto-clicking adware that was distributed through multiple apps in the Google Play Store.
S0215;KARAE;;is a backdoor typically used byAPT37as first-stage malware.
S0088;Kasidet;;is a backdoor that has been dropped by using malicious VBA macros.
S0265;Kazuar;;is a fully featured, multi-platform backdoor Trojan written using the Microsoft .NET framework.
S0585;Kerrdown;;is a custom downloader that has been used byAPT32since at least 2018 to install spyware from a server on the victim's network.
S0487;Kessel;;is an advanced version of OpenSSH which acts as a custom backdoor, mainly acting to steal credentials and function as a bot.has been active since its C2 domain began resolving in August 2018.
S1020;Kevin;;is a backdoor implant written in C++ that has been used byHEXANEsince at least June 2020, including in operations against organizations in Tunisia.
S0387;KeyBoy;;is malware that has been used in targeted campaigns against members of the Tibetan Parliament in 2016.
S0276;Keydnap;OSX/Keydnap;This piece of malware steals the content of the user's keychain while maintaining a permanent backdoor  .
S0271;KEYMARBLE;;is a Trojan that has reportedly been used by the North Korean government.
S1051;KEYPLUG;KEYPLUG.LINUX;is a modular backdoor written in C++, with Windows and Linux variants, that has been used byAPT41since at least June 2021.
S0288;KeyRaider;;is malware that steals Apple account credentials and other data from jailbroken iOS devices. It also has ransomware functionality.
S0526;KGH_SPY;;"is a modular suite of tools used byKimsukyfor reconnaissance, information stealing, and backdoor capabilities.derived its name from PDB paths and internal names found in samples containing ""KGH""."
S0607;KillDisk;Win32/KillDisk.NBI, Win32/KillDisk.NBH, Win32/KillDisk.NBD, Win32/KillDisk.NBC, Win32/KillDisk.NBB;"is a disk-wiping tool designed to overwrite files with random data to render the OS unbootable. It was first observed as a component ofBlackEnergymalware during cyber attacks against Ukraine in 2015.has since evolved into stand-alone malware used by a variety of threat actors against additional targets in Europe and Latin America; in 2016 a ransomware component was also incorporated into somevariants."
S0599;Kinsing;;is Golang-based malware that runs a cryptocurrency miner and attempts to spread itself to other hosts in the victim environment.
S0437;Kivars;;is a modular remote access tool (RAT), derived from the Bifrost RAT, that was used byBlackTechin a 2010 campaign.
S0250;Koadic;;is a Windows post-exploitation framework and penetration testing tool that is publicly available on GitHub.has several options for staging payloads and creating implants, and performs most of its operations using Windows Script Host.
S0641;Kobalos;;"is a multi-platform backdoor that can be used against Linux, FreeBSD, and Solaris.has been deployed against high profile targets, including high-performance computers, academic servers, an endpoint security vendor, and a large internet service provider; it has been found in Europe, North America, and Asia.was first identified in late 2019."
S0669;KOCTOPUS;;'s batch variant is loader used byLazyScriptersince 2018 to launchOctopusandKoadicand, in some cases,QuasarRAT.also has a VBA variant that has the same functionality as the batch version.
S0162;Komplex;;is a backdoor that has been used byAPT28on OS X and appears to be developed in a similar manner toXAgentOSX.
S0156;KOMPROGO;;is a signature backdoor used byAPT32that is capable of process, file, and registry management.
S0356;KONNI;;"is a remote access tool that security researchers assess has been used by North Korean cyber actors since at least 2014.has significant code overlap with theNOKKImalware family, and has been linked to several suspected North Korean campaigns targeting political organizations in Russia, East Asia, Europe and the Middle East; there is some evidence potentially linkingtoAPT37."
S1075;KOPILUWAK;;is a JavaScript-based reconnaissance tool that has been used for victim profiling and C2 since at least 2017.
S0236;Kwampirs;;is a backdoor Trojan used byOrangeworm.has been found on machines which had software installed for the use and control of high-tech imaging devices such as X-Ray and MRI machines.has multiple technical overlaps withShamoonbased on reverse engineering analysis.
S0349;LaZagne;;is a post-exploitation, open-source tool used to recover stored passwords on a system. It has modules for Windows, Linux, and OSX, but is mainly focused on Windows systems.is publicly available on GitHub.
S0395;LightNeuron;;is a sophisticated backdoor that has targeted Microsoft Exchange servers since at least 2014.has been used byTurlato target diplomatic and foreign affairs-related organizations. The presence of certain strings in the malware suggests a Linux variant ofexists.
S1119;LIGHTWIRE;;is a web shell written in Perl that was used duringCutting Edgeto maintain access and enable command execution by imbedding into the legitimate compcheckresult.cgi component of Ivanti Secure Connect VPNs.
S0211;Linfo;;is a rootkit trojan used byElderwoodto open a backdoor on compromised hosts.
S0362;Linux Rabbit;;is malware that targeted Linux servers and IoT devices in a campaign lasting from August to October 2018. It shares code with another strain of malware known as Rabbot. The goal of the campaign was to install cryptocurrency miners onto the targeted servers and devices.
S0513;LiteDuke;;is a third stage backdoor that was used byAPT29, primarily in 2014-2015.used the same dropper asPolyglotDuke, and was found on machines also compromised byMiniDuke.
S0680;LitePower;;is a downloader and second stage malware that has been used byWIRTEsince at least 2021.
S1121;LITTLELAMB.WOOLTEA;;is a backdoor that was used by UNC5325 duringCutting Edgeto deploy malware on targeted Ivanti Connect Secure VPNs and to establish persistence across system upgrades and patches.
S0681;Lizar;Tirion;is a modular remote access tool written using the .NET Framework that shares structural similarities toCarbanak. It has likely been used byFIN7since at least February 2021.
S0372;LockerGoga;;is ransomware that was first reported in January 2019, and has been tied to various attacks on European companies, including industrial and manufacturing firms.
S1101;LoFiSe;;has been used byToddyCatsince at least 2023 to identify and collect files of interest on targeted systems.
S0397;LoJax;;is a UEFI rootkit used byAPT28to persist remote access software on targeted systems.
S0447;Lokibot;;is a widely distributed information stealer that was first reported in 2015. It is designed to steal sensitive information such as usernames, passwords, cryptocurrency wallets, and other credentials.can also create a backdoor into infected systems to allow an attacker to install additional payloads.
S0582;LookBack;;is a remote access trojan written in C++ that was used against at least three US utility companies in July 2019. The TALONITE activity group has been observed using.
S0451;LoudMiner;;is a cryptocurrency miner which uses virtualization software to siphon system resources. The miner has been bundled with pirated copies of Virtual Studio Technology (VST) for Windows and macOS.
S0042;LOWBALL;;is malware used byadmin@338. It was used in August 2015 in email messages targeting Hong Kong-based media organizations.
S0121;Lslsass;;is a publicly-available tool that can dump active logon session password hashes from the lsass process.
S0532;Lucifer;;is a crypto miner and DDoS hybrid malware that leverages well-known exploits to spread laterally on Windows platforms.
S0010;Lurid;Enfal;is a malware family that has been used by several groups, includingPittyTiger, in targeted attacks as far back as 2006.
S0409;Machete;Pyark;is a cyber espionage toolset used by. It is a Python-based backdoor targeting Windows machines that was first observed in 2010.
S1016;MacMa;OSX.CDDS, DazzleSpy;is a macOS-based backdoor with a large set of functionalities to control and exfiltrate files from a compromised computer.has been observed in the wild since November 2021.
S1048;macOS.OSAMiner;;"is a Monero mining trojan that was first observed in 2018; security researchers assessedmay have been circulating since at least 2015.is known for embedding one run-only AppleScript into another, which helped the malware evade full analysis for five years due to a lack of Apple event (AEVT) analysis tools."
S0282;MacSpy;;is a malware-as-a-service offered on the darkweb  .
S1060;Mafalda;;is a flexible interactive implant that has been used byMetador. Security researchers assess thename may be inspired by an Argentinian cartoon character that has been popular as a means of political commentary since the 1960s.
S0413;MailSniper;;is a penetration testing tool for searching through email in a Microsoft Exchange environment for specific terms (passwords, insider intel, network architecture information, etc.). It can be used by a non-administrative user to search their own email, or by an Exchange administrator to search the mailboxes of every user in a domain.
S0485;Mandrake;oxide, briar, ricinus, darkmatter;is a sophisticated Android espionage platform that has been active in the wild since at least 2016.is very actively maintained, with sophisticated features and attacks that are executed with surgical precision.has gone undetected for several years by providing legitimate, ad-free applications with social media and real reviews to back the apps. The malware is only activated when the operators issue a specific command.
S0317;Marcher;;is Android malware that is used for financial fraud.
S0652;MarkiRAT;;is a remote access Trojan (RAT) compiled with Visual Studio that has been used byFerocious Kittensince at least 2015.
S0167;Matryoshka;;"is a malware framework used byCopyKittensthat consists of a dropper, loader, and RAT. It has multiple versions; v1 was seen in the wild from July 2016 until January 2017. v2 has fewer commands and other minor differences."
S0303;MazarBOT;;is Android malware that was distributed via SMS in Denmark in 2016.
S0449;Maze;;"ransomware, previously known as ""ChaCha"", was discovered in May 2019. In addition to encrypting files on victim machines for impact,operators conduct information stealing campaigns prior to encryption and post the information online to extort affected companies."
S0500;MCMD;;is a remote access tool that provides remote command shell capability used byDragonfly 2.0.
